FID,IID,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20
282set,Il14H,-0.0490634,0.104498,-0.123919,-0.0264782,-0.00927537,0.0704395,-0.251816,-0.132679,-0.0282574,0.00589176,0.00031287,-0.0838665,0.0539188,0.00376281,-0.114162,0.0406589,-0.126891,-0.0558669,-0.0159689,-0.0935276
282set,Il101,-0.0619446,0.125257,-0.129167,-0.0388595,-0.0106763,0.0774255,-0.310267,-0.134293,0.0103137,0.00679229,-0.000491381,-0.0803552,0.0488884,-0.0066538,-0.071817,0.0214624,-0.135416,-0.00940422,0.00941492,-0.0451407
282set,ILLHy,-0.0520952,-0.00592851,0.00649877,0.00585998,-0.0138557,-0.0102534,0.0459889,-0.0562362,0.00972373,-0.0658604,-0.00814636,-0.0149027,-0.00613222,-0.0168365,-0.0344249,0.00462181,-0.0183363,-0.0115586,-0.0017542,-0.0300577
282set,K4,-0.0190155,0.0161168,0.00644289,0.0119064,-0.00994278,-0.00632465,0.0311013,-0.0319403,0.00505538,0.0149822,-0.0130285,0.0520602,-0.0321712,-0.0364926,-0.0142833,-0.0151878,0.0156238,0.00521284,-0.0118781,0.00076196
282set,K55,-0.00206345,0.0291189,0.00382193,0.00853275,-0.00648292,-0.00322277,0.017378,-0.00567647,-0.0528343,-0.0309908,0.0130393,0.115547,-0.0636289,0.0011997,0.104241,0.024778,0.0339761,-0.016372,0.021614,-0.0312897
282set,K64,-0.0103036,0.0297666,-0.0150823,0.02815,-0.00778706,0.0119752,0.00409161,-0.0498631,-0.0868963,0.000233339,-0.0136148,0.0582229,-0.101619,0.0380373,0.131711,0.147174,-0.00827706,-0.312772,0.121136,0.162214
282set,K148,-0.00740182,0.0230721,-0.000625524,0.0140875,-0.0126269,-0.0071809,0.019719,-0.0321299,-0.0220991,-0.0161498,-0.0117504,0.0594494,-0.035934,-0.013242,-0.00450147,-0.0136183,0.0162909,0.00313019,0.00729666,0.00882244
282set,KI3,0.0889407,-0.0355036,-0.0104543,0.0556314,0.0476695,-0.0375564,-0.0124107,0.0186943,0.0626197,-0.0594908,-0.294653,0.0173234,0.125192,0.0966062,-0.0377229,0.0771888,-0.105869,0.05406,-0.132598,0.181717
282set,Ki11,0.0735333,-0.0233472,-0.0022555,0.0533396,0.0335344,-0.01359,-0.00748242,0.0187148,0.0293258,-0.0080314,-0.170373,0.0120865,0.0754599,0.0750355,-0.00347078,0.0458794,-0.0642964,0.0415679,-0.0446383,0.0770655
282set,Ki14,0.0760844,-0.0303837,-0.00215793,0.0535891,0.0370887,-0.0231045,-0.0144218,0.0201708,0.0557557,-0.049096,-0.272761,0.0289841,0.138031,0.0713303,-0.0314195,0.073262,-0.0986024,0.0583527,-0.11135,0.177615
282set,Ki21,0.0504332,0.00881803,0.0504866,0.0211563,0.0569307,-0.00995008,0.00965315,-0.00445049,0.0494873,-0.0567032,-0.185576,-0.0475138,0.034485,0.0940199,-0.124671,-0.00964354,-0.0186866,0.0378054,0.0823971,0.129222
282set,Ki43,0.0753996,-0.0173322,-0.00743814,0.0558072,0.0318447,-0.0183055,-0.015372,0.0201336,0.024636,-0.0371526,-0.146101,-0.00205874,0.0729673,0.0507334,-0.0366562,0.0358021,-0.0461884,0.0153861,-0.0585136,0.110583
282set,Ki44,0.0655789,-0.022157,-0.00267495,0.0323367,0.0191671,-0.034143,-0.013991,0.0308801,0.0141649,-0.00108773,-0.0637276,0.0117813,0.0555606,0.0235251,-0.0286834,0.00960268,0.00743532,-0.0128687,-0.0572905,0.0317135
282set,Ki2021,0.0823241,-0.0292192,-0.00220447,0.0562976,0.0468784,-0.024719,-0.00859149,0.0231867,0.0538124,-0.0505397,-0.292566,0.0254682,0.135008,0.0919742,-0.0200375,0.0897966,-0.0988563,0.0598874,-0.119255,0.195717
282set,Ky21,-0.014737,0.0171999,-0.00341016,0.01032,-0.00653227,0.0162144,-0.01151,-0.0343302,-0.0332218,0.0106514,-0.00200905,0.0632186,-0.0347561,-0.0150184,0.0108857,0.0256511,-0.00343989,-0.0436539,-0.0019948,0.000692276
282set,KY226,0.00988715,-0.00697973,-0.0048803,0.0101792,0.0027267,-0.0390108,0.0114796,-0.0318049,-0.0132202,-0.0310492,0.0125402,-0.0546119,0.0518313,0.00872435,-0.0272017,-0.0331543,0.0236807,-0.0181435,0.0871871,-0.0268939
282set,KY228,-0.0111656,0.0236192,0.000998817,0.0181999,0.00198597,0.000568887,0.0149663,-0.0342349,-0.0206558,-0.0366326,0.00670002,0.0655773,-0.0430575,0.00595437,-0.0218898,-0.022517,0.0143763,-0.0162592,-0.0279828,0.0135088
282set,L317,-0.0190957,0.0519218,-0.00493948,0.00680417,-0.0256688,0.00770073,-0.0555936,0.00751248,0.0434318,-0.0249116,0.00976514,0.000697738,-0.0123824,-0.0446459,0.0200351,0.0105237,0.0262483,0.0629964,0.0192165,0.0655894
282set,L578,0.0213424,0.0135799,0.012427,0.0123157,0.0235111,0.00894589,0.00545716,-0.000538064,-0.0261011,-0.0297669,0.0203774,0.0833434,0.042033,-0.0528635,-0.030662,-0.0150944,-0.0343824,-0.00305717,0.0371066,-0.0243344
282set,M14,-0.0380255,0.0296495,0.0119845,-0.00925326,-0.0525321,-0.0427774,-0.000548431,0.0482127,-0.0134283,-0.0179706,0.00679457,0.000935525,0.0088486,-0.0105587,0.0280576,-0.00847159,-0.0073705,-0.00918598,-0.0495934,-0.0441073
282set,M37W,0.0285874,0.0096759,-0.0176967,0.0314171,0.0065176,0.000263631,0.00686727,-0.0151086,-0.0334018,-0.019953,-0.0491353,0.00255599,-0.0420502,0.0347993,0.0641991,0.0485327,-0.0114665,-0.102303,0.0591824,-0.0448395
282set,M162W,0.0216202,0.026368,-0.0108181,0.0467989,-0.00902848,0.0057575,0.00310379,-0.0384154,-0.0691679,-0.0339293,-0.0112352,0.0511306,-0.0736538,0.0311243,0.127868,0.137866,-0.0115154,-0.303059,0.14025,0.200109
282set,MEF156-55-2,-0.0325407,0.0885227,-0.0811451,-0.0294509,-0.00608605,0.0248703,-0.152356,-0.0830206,0.000368011,0.0102975,-0.0129353,-0.049093,0.0184094,0.00882206,-0.0324227,-0.00627467,-0.0548261,-0.0304054,0.00236413,-0.0448095
282set,MO1W,-0.0087549,0.0225377,0.0328241,0.0532116,-0.054046,-0.0294132,0.126388,-0.150139,0.00135667,0.0300335,0.126032,-0.160444,0.226306,-0.00800026,0.11494,0.0441366,-0.0399016,0.0220984,0.00249698,0.0395287
282set,Mo17,-0.0263289,0.0828138,0.144838,-0.0388048,0.0902866,0.0328895,0.0297605,-0.0282293,0.00659352,0.0051138,-0.0874627,-0.100762,-0.0828628,0.103096,-0.183416,-0.0715108,0.0664049,0.0258613,0.278921,0.0551285
282set,Mo18W,0.0408624,0.00348906,0.000935341,0.053563,0.015893,-0.0119715,0.0493392,-0.0783334,-0.023275,0.0374605,0.0830482,-0.0832819,0.129868,0.0356004,0.0957477,0.0337343,-0.0112386,-0.0650443,0.018675,0.00727253
282set,Mo24W,-0.00199649,0.0175595,0.00277449,0.0122667,-0.00599722,-0.00605346,0.00586749,-0.0319179,-0.00139189,0.00899805,0.00847623,0.0773283,-0.0256827,-0.0144553,0.0084667,-0.000600238,-0.00281084,-0.0146734,0.00995207,0.0123037
282set,Mo44,-0.037074,0.0233372,0.0326402,0.0100041,-0.0279759,-0.0127892,0.0689263,-0.0703677,0.0430244,-0.0310025,0.00427165,-0.0625055,-0.0417505,0.00527579,-0.114476,-0.0312029,0.10277,-0.0229673,-0.0552093,0.0198343
282set,Mo45,-0.0134786,0.0079359,0.0135385,0.0180671,0.000438345,0.0023868,0.0303555,-0.0294577,0.0962092,0.0476715,0.0217199,0.00161564,0.0127331,0.00790522,-0.0109932,-0.0119608,0.0119775,-0.0093508,0.0497594,-0.021974
282set,Mo46,-0.00794982,0.0167165,0.0300695,0.0100995,-0.00354884,-0.00920274,0.0297054,-0.00964702,0.0960316,0.026241,-0.00616674,0.00516754,-0.000498177,0.0106047,0.0109953,-0.0245833,0.025133,0.00655262,0.0201906,-0.0156538
282set,Mo47,-0.00936348,0.00608598,-0.0131918,-2.32922e-05,0.00344766,-0.0100181,-0.0122696,0.008765,0.070123,0.0568485,0.00727265,0.00316657,0.0120895,0.0103905,0.0395152,-0.0213118,0.0286754,-0.00556695,0.0449358,-0.00923632
282set,MoG,-0.0189473,0.0479981,-0.0155423,0.0149021,-0.0160399,0.0205673,-0.0504358,-0.0188731,0.00898336,-0.0272377,0.00866512,0.0334532,-0.0263485,-0.0334886,0.051013,0.00757767,-0.00197392,0.0514169,0.0241261,0.0434911
282set,Mp339,0.0164933,0.00681904,-0.00070804,0.0262741,0.00114352,0.015083,-0.00272267,-0.0108165,-0.0346611,-0.0146682,-0.00284398,0.0600612,-0.00727242,-0.00639923,0.00939348,0.0165865,0.000198904,-0.0143949,0.0165335,-0.0135568
282set,Ms71,-0.0310579,0.0280313,0.0150232,0.00799816,-0.0431328,-0.018934,0.0545654,-0.0483172,0.0583135,-0.0331864,-0.0324464,-0.00733285,-0.0936458,-0.0111663,-0.110376,-0.0396499,0.108918,-0.0225437,-0.141302,0.00795505
282set,MS153,-0.015411,0.0327941,0.00402433,-0.00198401,-0.0450183,-0.0299139,-0.0185739,-0.0100628,-0.0181907,-0.0369094,-0.0277498,0.0287821,-0.0357508,-0.00739916,-0.0208598,-0.00473089,0.000827981,-0.0342929,-0.0490602,-0.0354854
282set,MS1334,-0.0122818,0.0370002,-0.0080442,0.00650732,-0.000811111,-0.00624473,-0.0148178,-0.0397468,-0.0375483,-0.0129324,-0.0342666,0.0399477,-0.0826343,0.0119054,0.0268187,0.00159457,-0.010353,-0.0114582,-0.0172091,-0.0168762
282set,Mt42,-0.0195503,0.031226,-0.0278665,0.019519,-0.0197453,0.00486684,0.00620619,-0.0372477,0.0108316,-0.062456,-0.0117323,0.0514751,-0.0713824,0.0019262,0.0649053,-0.0257167,-0.0201987,0.062363,-0.00440279,-0.0103406
282set,N6,-0.0282832,0.0480198,-0.0195427,-0.0050499,-0.00732634,-0.000531817,0.0239908,-0.0145278,0.0384149,-0.0342552,0.0101804,0.0262398,-0.0405837,-0.00261917,0.0223977,-0.00210525,0.0229724,0.0311727,-0.0132722,0.0357688
282set,N7A,-0.0620742,-0.0305143,0.00931345,0.0211777,-0.0344314,0.0292641,0.0251901,0.00344114,0.0113475,-0.0245851,-0.00975352,0.0308663,-0.0591542,-0.000593342,-0.0210212,-0.00186925,-0.00679123,-0.00597743,-0.0764981,-0.0378789
282set,N28Ht,-0.0483653,-0.0362645,0.00912138,0.0163156,-0.0327455,-0.00311335,0.0132564,-0.0223957,0.0504298,-0.0296841,-0.0154644,0.000569218,-0.027712,-0.00577318,-0.0693679,-0.0257866,0.0266378,-0.0199896,0.0557717,-0.00943132
282set,N192,-0.113087,-0.156336,-0.00115582,-0.0166049,0.0344595,0.0207807,-0.0215507,0.0133952,-0.107717,-0.0673092,-0.00185253,-0.0362907,-0.00506312,-0.00956689,0.0176999,-0.000267102,0.00443236,0.0142054,-0.00995946,0.00668267
282set,NC33,0.00124403,0.0317156,0.00110118,0.021938,-0.0127956,-0.00232528,0.0078077,-0.0129368,-0.0232225,-0.0237479,0.0330666,0.0849073,0.0141447,-0.0374221,-0.000411925,0.0164995,-0.0213051,-0.0223135,0.00511961,-0.00126748
282set,NC222,-0.00942483,0.0322691,-0.00503674,0.0137755,-0.0202819,0.00488607,-0.0139693,-0.00859028,-0.0177352,0.0213232,-0.00569706,0.0466463,0.00841313,-0.0434767,0.0247761,-0.00852,-0.0177948,0.0131181,0.0301951,0.0432526
282set,NC230,-0.00293671,0.0334541,-0.00457329,0.00701149,0.00359364,-0.00181437,0.00956888,-0.0277568,-0.0528968,-0.0180073,0.0128391,0.10039,-0.0515551,-0.0035442,0.0746541,0.0125913,0.0353282,-0.0106693,0.0170784,-0.0164495
282set,NC232,0.00540741,0.00905555,0.0108027,0.0424975,-0.00330868,-0.0148471,0.0411795,-0.0528077,-0.00874766,0.0265698,0.030386,-0.00643079,0.043361,0.0101703,0.0253837,0.0226697,-0.00990789,0.0157949,-0.00472461,-0.0110467
282set,NC236,-0.0116486,0.0301574,-0.00350268,0.012584,0.00461122,0.00350505,0.0330977,-0.0281429,-0.0138924,-0.0319951,0.00212888,0.0457351,-0.0355619,-0.0092958,0.00126319,0.0189633,-0.00831656,2.74956e-05,0.0106996,0.00984652
282set,NC238,0.00776289,0.00907661,0.0206892,0.0288993,-0.00833514,0.00616079,0.00669567,-0.0247538,0.0329328,-0.0334608,0.0245555,0.176015,0.142803,-0.341645,-0.123805,-0.0621516,-0.0437248,-0.0597176,0.100433,0.0548019
282set,NC250,-0.0402528,-0.049375,-0.0138108,-0.0873057,0.0603853,-0.140098,-0.0339848,0.0130336,0.250093,0.215791,-0.00156402,0.112264,-0.00879345,0.0768698,0.0462432,0.0142401,-0.0631987,-0.0537768,0.0260562,-0.0405146
282set,NC258,-0.0309,0.0983131,0.172139,-0.0599107,0.144583,0.087732,-0.0258404,0.0858127,0.0307496,-0.0342982,0.0316568,-0.0245967,0.0260396,-0.0632567,0.0171626,0.0107596,-0.0024,-0.0287681,0.00492874,0.030076
282set,NC260,-0.0198132,0.0325723,0.0586483,-0.00210096,0.00769932,-0.00130734,0.0521649,-0.0420078,0.0494557,-0.0269853,-0.0268956,-0.0638066,-0.0518457,0.0113952,-0.124877,-0.0416805,0.0935025,-0.0267741,-0.0389107,0.0254287
282set,NC262,-0.0239689,0.100502,0.182942,-0.0696631,0.176297,0.0884133,-0.0349718,0.0927486,0.0672304,-0.0783955,0.0738233,-0.0363949,0.0149159,-0.0205169,0.0620572,0.0359826,-0.0165571,-0.0212303,-0.0819934,-0.0125588
282set,NC264,0.0385641,0.0226187,-0.0105755,0.0226775,0.0255403,0.0317396,-0.0313832,-0.0158573,-0.145082,0.0210248,0.226065,0.279682,0.15096,0.274262,-0.185517,0.0456445,0.0643395,0.105794,7.66775e-05,0.059656
282set,NC290A,-0.0236623,0.102713,0.194184,-0.0737378,0.187895,0.0876709,-0.0334281,0.0959105,0.0710041,-0.0928769,0.0714606,-0.0330903,0.0186143,-0.00308755,0.0660678,0.0442507,-0.0359219,-0.0252171,-0.0753298,-0.0319117
282set,NC294,-0.0915771,-0.120068,-0.0195211,-0.103191,0.0967571,-0.123058,-0.0496009,0.00413865,0.0762145,0.0968343,0.0157795,0.0470472,0.0174792,0.00826803,0.0279828,-0.00452795,-0.00493629,-0.00977799,0.0171921,0.00316786
282set,NC296,0.145261,-0.0718817,0.0189729,-0.250742,-0.115818,0.0959104,0.0153531,-0.0382247,-0.00948873,-0.00742927,-0.000566329,-0.0254378,-0.0183123,-0.00393731,0.0139522,-0.0203699,-0.00182848,-0.00867384,0.0124858,0.0192012
282set,NC296A,0.139774,-0.0720942,0.0177796,-0.243263,-0.112017,0.0923016,0.0151435,-0.0393516,-0.0117552,-0.0076729,-0.000770781,-0.0253011,-0.0186615,-0.00449416,0.0127795,-0.0209074,-0.00219484,-0.0100398,0.0133377,0.0182172
282set,NC298,0.136311,-0.0673102,0.0157418,-0.201961,-0.0963393,0.0720104,0.0104872,-0.0256735,0.00714371,0.011813,0.0550113,-0.00103963,-0.0245733,0.00621828,-0.0410208,0.0427641,-0.0182918,0.0405073,-0.0366973,0.0504451
282set,NC300,0.0997935,-0.0342358,0.00223562,-0.0206864,0.00562454,-0.00115064,0.00613775,-0.00146749,0.0112658,-0.00401014,-0.0513069,-0.0140255,0.0505401,0.0234815,-0.00884979,-0.080837,-0.0276791,-0.0217793,0.0255662,-0.220783
282set,NC302,0.119838,-0.0597766,0.0103225,-0.138366,-0.0684925,0.0581326,0.00708235,-0.0301468,-0.00680618,-0.00142222,-0.0298126,-0.0101781,0.015017,-0.0149411,0.045362,-0.00977135,0.0322204,-0.0174933,0.0297332,-0.0120986
282set,NC304,0.11267,-0.0508634,0.0126709,-0.101174,-0.0497901,0.0354998,6.4796e-05,-0.0159914,0.00318185,0.00177933,-0.0384826,0.00259797,0.0284887,-0.00330851,0.0417944,-0.0082724,0.0274094,-0.0283884,0.0310604,-0.0291618
282set,NC306,-0.0946548,-0.142519,-0.0222401,-0.0869764,0.112246,-0.105582,-0.0386282,-0.0308866,0.0122749,0.0241195,-0.0205251,0.0258461,-0.0112949,0.0144402,0.00751694,0.00318926,-0.0125284,-0.0116175,-0.0171164,-0.0213129
282set,NC310,-0.1088,-0.169997,-0.00972779,-0.0703711,0.087427,-0.093267,-0.0195208,-0.00826733,-0.0487647,-0.0393719,-0.0139786,-0.0191824,0.00186867,-0.00817864,-0.00754715,0.00982235,-0.00718075,0.00484714,-0.0142393,-0.00242828
282set,NC314,-0.0800462,-0.0960011,-0.0184498,-0.0939429,0.0899531,-0.129304,-0.032803,-0.00283169,0.145759,0.135969,0.00797081,0.0632143,0.00722252,0.0500486,0.0380468,-0.00444991,-0.0318205,-0.0149729,0.0518737,-0.0213741
282set,NC318,0.0256419,0.0175782,-0.0113279,0.033507,0.0289752,0.0259001,-0.0161611,-0.0158178,-0.130985,0.0120446,0.209106,0.278003,0.143202,0.242278,-0.174214,0.0434459,0.0636006,0.0828466,-0.00418179,0.0477247
282set,NC320,0.0334202,0.00944876,0.00440789,0.0245939,0.0230037,0.0250607,-0.00455281,-0.0116751,-0.135302,0.0186122,0.216067,0.278419,0.136734,0.2549,-0.176178,0.0401361,0.0572658,0.0878748,-0.0118175,0.0574544
282set,NC324,-0.0711076,-0.0984736,-0.0195346,-0.101001,0.0990523,-0.147479,-0.0347506,-0.00580587,0.179853,0.148746,-0.00573287,0.0830667,-0.00521487,0.0526114,0.0324141,-0.00958942,-0.0365998,-0.0199428,0.0374751,-0.0327511
282set,NC326,-0.124546,-0.179932,-0.0177926,-0.0608822,0.0959302,-0.0510929,-0.0200633,-0.0176719,-0.114338,-0.0694628,0.0113228,-0.0412498,0.0164964,-0.0309317,0.00751585,0.00914198,0.0212636,0.0133248,-0.0133691,0.0235205
282set,NC328,-0.107777,-0.168997,-0.00718458,-0.0760603,0.0967043,-0.0930532,-0.0292583,-0.0126137,-0.0807249,-0.0526927,-0.0131412,-0.0246249,0.00797511,-0.0176924,-0.0031445,0.0140259,-0.00613345,0.00871446,-0.0245153,0.00846548
282set,NC336,0.144333,-0.0767396,0.0156902,-0.243721,-0.114096,0.0911358,0.0132687,-0.0382666,-0.00357356,0.00868073,0.0190865,-0.0179574,-0.0299511,-0.0177177,-0.0178821,0.0203835,-0.00895005,0.0177477,-0.0196127,0.0622934
282set,NC338,0.123532,-0.0578186,0.00392715,-0.152099,-0.0705906,0.0532498,0.00818366,-0.0212101,0.00211872,0.00154464,0.0117941,-0.010178,-0.0200513,-0.00972333,-0.00243806,0.00950359,-0.00575818,0.0079861,-0.0115785,0.0216019
282set,NC340,0.0993714,-0.0330681,-0.00616366,-0.0128969,0.0152832,-0.00501943,-0.00112337,-0.0010451,0.0215907,-0.0011082,-0.0547986,-0.0140314,0.0523239,0.0290521,-0.00322837,-0.0858495,-0.028484,-0.021591,0.0285442,-0.225983
282set,NC342,-0.0246217,0.0920757,0.176902,-0.0669935,0.156926,0.0772892,-0.0177503,0.0887839,0.0380329,-0.0641664,0.0428653,-0.0357811,0.0119017,-0.0245397,0.040915,0.017428,-0.00719592,-0.0243253,-0.0258909,0.0090374
282set,NC344,-0.0275152,0.0977335,0.181935,-0.0654547,0.157856,0.0844,-0.0204181,0.0883621,0.0206634,-0.035922,0.0318612,-0.0269394,0.0185215,-0.0486175,0.0269073,0.0130517,0.00106203,-0.0310552,3.47423e-05,0.025955
282set,NC346,0.147638,-0.072994,0.0164951,-0.251439,-0.11821,0.0960463,0.0163605,-0.0395742,-0.00881357,-0.00720173,-0.00231427,-0.0253205,-0.0170435,-0.00463538,0.0122392,-0.0195699,-0.000774916,-0.00830377,0.0135677,0.0185262
282set,NC348,0.133293,-0.0629008,0.0160627,-0.197558,-0.0845866,0.0729877,0.00869462,-0.022523,0.00215226,-0.000165793,0.0769672,0.0202289,-0.0113249,0.0201755,-0.0478417,0.0487069,-0.0194238,0.0462378,-0.043738,0.0485319
282set,NC350,0.108857,-0.0566693,0.0108582,-0.106248,-0.0526831,0.0427345,0.000707552,-0.0213223,0.00620157,0.00869457,-0.0336227,0.00261261,0.0345118,-0.0100696,0.0400446,-0.0243949,0.0320571,-0.0380313,0.0148011,-0.0181565
282set,NC352,0.145032,-0.0762487,0.0153711,-0.243584,-0.11538,0.0941325,0.012633,-0.0386544,-6.49238e-05,0.00750808,0.0182734,-0.0204134,-0.0302116,-0.0164749,-0.0180282,0.0198226,-0.00795986,0.0170315,-0.0201347,0.0611675
282set,NC354,0.121505,-0.0615238,0.0084018,-0.149829,-0.0717546,0.0555572,0.0114844,-0.0196509,-0.00866814,-0.00880095,-0.0275157,-0.00742478,-0.00446749,-0.0214656,0.0143485,0.0109741,-0.000276126,0.00698104,0.0193538,-0.00898334
282set,NC356,0.0981019,-0.0361965,0.00822731,-0.0654629,-0.0321383,0.019465,-0.00135723,-0.0116553,-0.0169434,-0.00298265,-0.00951208,0.0406644,0.0287458,0.00830341,0.00806322,-0.0125935,0.0208707,-0.0180038,0.0462201,-0.0394685
282set,NC358,0.0864449,-0.029447,-0.00382412,-0.0217184,-0.00709601,0.0116022,-0.00212436,0.006791,-0.0207533,-0.0201186,-0.0182336,0.028934,0.027448,-0.00608283,0.0234784,-0.0164698,0.0116629,-0.0302603,0.0382644,-0.0554206
282set,NC360,0.0342915,0.0513492,0.138656,-0.0470825,0.142669,0.0708173,-0.0170594,0.0616497,0.0435067,-0.109744,0.0940475,-2.11456e-05,0.0402862,0.053825,0.0214399,0.0523019,-0.0635505,-0.0168218,-0.0823764,-0.0918708
282set,NC362,0.0175545,0.0752233,0.152724,-0.0648611,0.164175,0.0781967,-0.0302229,0.0901376,0.0638251,-0.0999972,0.115387,-0.00337616,0.051381,0.0272642,0.0714424,0.0463614,-0.0659728,0.000230755,-0.118817,-0.0787883
282set,NC364,0.0184541,0.0667918,0.159366,-0.05062,0.165771,0.0849627,-0.0193501,0.0686804,0.0391602,-0.123005,0.112308,-0.00729073,0.0467936,0.054191,0.039837,0.0580516,-0.0643677,-0.0144823,-0.10698,-0.0981888
282set,NC366,0.0308444,0.0152062,0.0447565,0.0144847,0.0520168,0.00189419,-0.00141453,0.0394755,0.016179,0.00143947,-0.0142987,0.0224846,0.00441894,-0.0459296,0.0371804,0.00731968,0.0119579,-0.00712045,-0.0100744,0.00448746
282set,NC368,-0.0819158,-0.130396,-0.020301,-0.0792163,0.087262,-0.0931184,-0.0315869,-0.0105571,0.0417878,0.0677982,0.00309082,0.0397728,0.00658568,0.0204868,0.0197927,0.0145015,-0.0177286,-0.0363542,-0.0147534,-0.022932
282set,ND246,-0.0234117,0.0516992,-0.0203334,-0.00412059,-0.0253299,0.00432584,-0.0277601,-0.0243266,0.027153,-0.0159473,0.00462452,0.0286069,-0.0243612,0.0115377,0.0771927,-0.00806659,0.094712,0.0349432,-0.0384824,0.0502209
282set,OH7B,-0.0398031,0.00273566,0.0134706,0.0185337,-0.0471513,0.00782339,0.023142,-0.0143894,0.0467323,-0.0071185,-0.000360104,0.0338218,-0.0390244,-0.0214036,-0.0383963,-0.0182499,0.0229736,-0.026126,-0.107805,-0.0238774
282set,Oh40B,-0.0366026,0.0761841,0.0268359,-0.0533267,-0.114211,-0.112138,-0.0877701,0.179088,-0.0379105,0.0194023,0.0213092,-0.040689,0.0537148,-0.0425987,-0.0456625,0.012312,0.00253768,-0.0124198,0.0091502,0.0458848
282set,Oh43,-0.0466656,0.0792384,0.0315185,-0.0538086,-0.185461,-0.172589,-0.0641614,0.256538,-0.102997,-0.0216305,-0.00662435,-0.0537335,0.0619268,0.0354891,-0.00929942,0.0155429,-0.0181783,-0.020811,0.0378136,-0.00500532
282set,Oh43E,-0.0457968,0.0777962,0.0312232,-0.0460308,-0.176603,-0.170437,-0.0405202,0.216997,-0.0807684,-0.00968753,0.0102956,-0.0632699,0.08348,0.0387191,0.0172024,0.0214663,-0.030856,-0.00868856,0.0322773,-0.00875869
282set,Oh603,0.00924176,0.00844488,0.0311564,0.0127465,0.00462713,-0.00490261,0.0308139,-0.0388589,0.0132473,0.0264064,-0.0143712,-0.00357285,-0.00177278,-0.0259768,-0.0161814,0.00128288,0.00345183,-0.000578512,-0.0197915,-0.0290216
282set,Os420,-0.0326687,0.0134489,-0.00143807,0.00599495,-0.0306966,-0.0251254,0.0647939,-0.0614117,0.0388908,-0.0150436,0.0110994,-0.00820063,-0.0746049,0.00861831,-0.0560052,0.0146916,0.0290187,0.0130129,-0.105491,0.0036758
282set,P39Goodman-Buckler,-0.0625733,0.126527,-0.130068,-0.0446685,-0.00779772,0.0691491,-0.309491,-0.133461,0.0183145,0.0222887,-0.00587624,-0.0900445,0.0450511,-0.00523503,-0.0872016,0.0163242,-0.130895,-0.0303424,0.0228977,-0.036614
282set,Pa91,-0.0471129,0.0574047,0.0306871,-0.0186143,-0.104507,-0.0935407,0.0374029,0.0130856,0.0533619,0.0195735,0.0662758,-0.100503,0.13596,-0.0269567,-0.00501003,-0.0144219,0.034796,0.0224226,-0.0540216,0.0562831
282set,Pa762,-0.0387711,0.0788552,0.029933,-0.0497648,-0.154439,-0.150433,-0.0645031,0.229639,-0.0996519,0.01034,-0.0115435,-0.0334653,0.0683217,0.00273456,-0.00957784,0.000485795,-0.0194393,-0.014108,0.0354707,-0.0103224
282set,Pa875,-0.00831041,0.0245293,0.00493033,0.0183463,-0.0148162,-0.0356921,0.0643892,-0.0826136,0.0241101,-0.0129541,0.0503351,-0.0786448,0.0781886,-0.00355182,0.0750948,0.0179507,0.0183405,-0.0321796,0.0211433,0.073129
282set,Pa880,-0.0131682,0.0218246,0.0326341,0.0245101,-0.00537171,-0.00355074,0.049387,-0.0639494,-0.0176885,-0.0190306,0.0257059,-0.070555,0.0532832,0.0229617,0.073562,0.0664713,-0.0347372,-0.0711313,0.00105324,-0.000261314
282set,R4,-0.039239,0.0217496,0.0244279,-0.000735543,-0.0572056,-0.0473741,0.0558867,-0.0395925,0.0212461,-0.0606108,-0.0215303,-0.0213451,-0.0526379,0.00150692,-0.0847618,-0.0157692,0.0592091,-0.0267557,-0.0885204,0.00409932
282set,R109B,-0.0146194,0.027953,-0.00165876,0.0167559,-0.0453121,-0.0204134,0.0240278,-0.0246654,3.6908e-05,-0.0560546,-0.0376552,0.0423666,-0.0748286,-0.011283,0.0167809,-0.0198399,-0.0174382,0.0408891,-0.0252936,-0.0311447
282set,R168,-0.0380881,0.055005,0.0566392,-0.0150811,-0.00173806,0.00164647,0.00769776,0.00247477,0.041341,0.00317211,-0.0295833,-0.044255,-0.0451082,0.0242619,-0.0785069,-0.0537393,0.0590137,0.0270544,0.0900176,0.0477529
282set,R177,-0.0312459,0.0550346,0.00783092,-0.0115302,-0.0803839,-0.052209,0.00457676,0.0608885,0.026677,-0.0411996,-0.0165596,0.025624,-0.0363665,-0.029638,-0.0393454,-0.0310517,0.0288629,0.0027737,-0.0471299,0.00198041
282set,R229,-0.108877,-0.167023,-0.0125773,-0.0576739,0.0953262,-0.0538317,-0.0237154,-0.019964,-0.132961,-0.0773813,0.0132498,-0.0418682,0.0263546,-0.0341227,0.00456274,0.0084422,0.0255716,0.0165561,-0.00108724,0.0278826
282set,SA24,-0.0182961,0.0950189,-0.230228,-0.0673106,0.0922811,0.0536903,0.144095,0.0939843,-0.00776368,0.00170663,-0.00572379,-0.0387826,0.0175767,-0.0155411,-0.00891172,0.0152535,-0.0157629,0.025492,0.00139093,0.00915666
